"","Species","Scenario","FDR","Year","Value","Metric"
"852","Cabezon","Sampling",0.8,11,0.5854,"Biomass"
"853","Cabezon","Sampling",0.8,12,0.5808,"Biomass"
"854","Cabezon","Sampling",0.8,13,0.5792,"Biomass"
"855","Cabezon","Sampling",0.8,14,0.5846,"Biomass"
"856","Cabezon","Sampling",0.8,15,0.5856,"Biomass"
"857","Cabezon","Sampling",0.8,16,0.5806,"Biomass"
"858","Cabezon","Sampling",0.8,17,0.579,"Biomass"
"859","Cabezon","Sampling",0.8,18,0.5742,"Biomass"
"860","Cabezon","Sampling",0.8,19,0.5716,"Biomass"
"861","Cabezon","Sampling",0.8,20,0.568,"Biomass"
"862","Cabezon","Sampling",0.9,0,0,"Biomass"
"863","Cabezon","Sampling",0.9,1,0,"Biomass"
"864","Cabezon","Sampling",0.9,2,0.273,"Biomass"
"865","Cabezon","Sampling",0.9,3,0.4036,"Biomass"
"866","Cabezon","Sampling",0.9,4,0.469,"Biomass"
"867","Cabezon","Sampling",0.9,5,0.5088,"Biomass"
"868","Cabezon","Sampling",0.9,6,0.5242,"Biomass"
"869","Cabezon","Sampling",0.9,7,0.5356,"Biomass"
"870","Cabezon","Sampling",0.9,8,0.5386,"Biomass"
"871","Cabezon","Sampling",0.9,9,0.5402,"Biomass"
"872","Cabezon","Sampling",0.9,10,0.5394,"Biomass"
"873","Cabezon","Sampling",0.9,11,0.5414,"Biomass"
"874","Cabezon","Sampling",0.9,12,0.5402,"Biomass"
"875","Cabezon","Sampling",0.9,13,0.538,"Biomass"
"876","Cabezon","Sampling",0.9,14,0.5396,"Biomass"
"877","Cabezon","Sampling",0.9,15,0.539,"Biomass"
"878","Cabezon","Sampling",0.9,16,0.5394,"Biomass"
"879","Cabezon","Sampling",0.9,17,0.5398,"Biomass"
"880","Cabezon","Sampling",0.9,18,0.5342,"Biomass"
"881","Cabezon","Sampling",0.9,19,0.5326,"Biomass"
"882","Cabezon","Sampling",0.9,20,0.53,"Biomass"
"883","Cabezon","Recruitment",0.4,0,0,"Biomass"
"884","Cabezon","Recruitment",0.4,1,0.5074,"Biomass"
"885","Cabezon","Recruitment",0.4,2,0.5438,"Biomass"
"886","Cabezon","Recruitment",0.4,3,0.6016,"Biomass"
"887","Cabezon","Recruitment",0.4,4,0.6486,"Biomass"
"888","Cabezon","Recruitment",0.4,5,0.7012,"Biomass"
"889","Cabezon","Recruitment",0.4,6,0.7396,"Biomass"
"890","Cabezon","Recruitment",0.4,7,0.772,"Biomass"
"891","Cabezon","Recruitment",0.4,8,0.7918,"Biomass"
"892","Cabezon","Recruitment",0.4,9,0.7984,"Biomass"
"893","Cabezon","Recruitment",0.4,10,0.7946,"Biomass"
"894","Cabezon","Recruitment",0.4,11,0.786,"Biomass"
"895","Cabezon","Recruitment",0.4,12,0.767,"Biomass"
"896","Cabezon","Recruitment",0.4,13,0.7526,"Biomass"
"897","Cabezon","Recruitment",0.4,14,0.7332,"Biomass"
"898","Cabezon","Recruitment",0.4,15,0.705,"Biomass"
"899","Cabezon","Recruitment",0.4,16,0.6714,"Biomass"
"900","Cabezon","Recruitment",0.4,17,0.645,"Biomass"
"901","Cabezon","Recruitment",0.4,18,0.626,"Biomass"
"902","Cabezon","Recruitment",0.4,19,0.6,"Biomass"
"903","Cabezon","Recruitment",0.4,20,0.5852,"Biomass"
"904","Cabezon","Recruitment",0.5,0,0,"Biomass"
"905","Cabezon","Recruitment",0.5,1,0.4928,"Biomass"
"906","Cabezon","Recruitment",0.5,2,0.5426,"Biomass"
"907","Cabezon","Recruitment",0.5,3,0.5938,"Biomass"
"908","Cabezon","Recruitment",0.5,4,0.6488,"Biomass"
"909","Cabezon","Recruitment",0.5,5,0.7032,"Biomass"
"910","Cabezon","Recruitment",0.5,6,0.7504,"Biomass"
"911","Cabezon","Recruitment",0.5,7,0.7778,"Biomass"
"912","Cabezon","Recruitment",0.5,8,0.7862,"Biomass"
"913","Cabezon","Recruitment",0.5,9,0.7846,"Biomass"
"914","Cabezon","Recruitment",0.5,10,0.7774,"Biomass"
"915","Cabezon","Recruitment",0.5,11,0.754,"Biomass"
"916","Cabezon","Recruitment",0.5,12,0.7324,"Biomass"
"917","Cabezon","Recruitment",0.5,13,0.7116,"Biomass"
"918","Cabezon","Recruitment",0.5,14,0.6792,"Biomass"
"919","Cabezon","Recruitment",0.5,15,0.6582,"Biomass"
"920","Cabezon","Recruitment",0.5,16,0.6418,"Biomass"
"921","Cabezon","Recruitment",0.5,17,0.6242,"Biomass"
"922","Cabezon","Recruitment",0.5,18,0.6152,"Biomass"
"923","Cabezon","Recruitment",0.5,19,0.5896,"Biomass"
"924","Cabezon","Recruitment",0.5,20,0.5706,"Biomass"
"925","Cabezon","Recruitment",0.6,0,0,"Biomass"
"926","Cabezon","Recruitment",0.6,1,0.5084,"Biomass"
"927","Cabezon","Recruitment",0.6,2,0.5508,"Biomass"
"928","Cabezon","Recruitment",0.6,3,0.6016,"Biomass"
"929","Cabezon","Recruitment",0.6,4,0.6434,"Biomass"
"930","Cabezon","Recruitment",0.6,5,0.6828,"Biomass"
"931","Cabezon","Recruitment",0.6,6,0.716,"Biomass"
"932","Cabezon","Recruitment",0.6,7,0.7338,"Biomass"
"933","Cabezon","Recruitment",0.6,8,0.7456,"Biomass"
"934","Cabezon","Recruitment",0.6,9,0.735,"Biomass"
"935","Cabezon","Recruitment",0.6,10,0.72,"Biomass"
"936","Cabezon","Recruitment",0.6,11,0.712,"Biomass"
"937","Cabezon","Recruitment",0.6,12,0.6966,"Biomass"
"938","Cabezon","Recruitment",0.6,13,0.679,"Biomass"
"939","Cabezon","Recruitment",0.6,14,0.6568,"Biomass"
"940","Cabezon","Recruitment",0.6,15,0.6346,"Biomass"
"941","Cabezon","Recruitment",0.6,16,0.619,"Biomass"
"942","Cabezon","Recruitment",0.6,17,0.606,"Biomass"
"943","Cabezon","Recruitment",0.6,18,0.5836,"Biomass"
"944","Cabezon","Recruitment",0.6,19,0.5672,"Biomass"
"945","Cabezon","Recruitment",0.6,20,0.5534,"Biomass"
"946","Cabezon","Recruitment",0.7,0,0,"Biomass"
"947","Cabezon","Recruitment",0.7,1,0.4986,"Biomass"
"948","Cabezon","Recruitment",0.7,2,0.539,"Biomass"
"949","Cabezon","Recruitment",0.7,3,0.5836,"Biomass"
"950","Cabezon","Recruitment",0.7,4,0.6236,"Biomass"
"951","Cabezon","Recruitment",0.7,5,0.6612,"Biomass"
"952","Cabezon","Recruitment",0.7,6,0.6794,"Biomass"
"953","Cabezon","Recruitment",0.7,7,0.6842,"Biomass"
"954","Cabezon","Recruitment",0.7,8,0.6846,"Biomass"
"955","Cabezon","Recruitment",0.7,9,0.6808,"Biomass"
"956","Cabezon","Recruitment",0.7,10,0.676,"Biomass"
"957","Cabezon","Recruitment",0.7,11,0.6646,"Biomass"
"958","Cabezon","Recruitment",0.7,12,0.6596,"Biomass"
"959","Cabezon","Recruitment",0.7,13,0.6444,"Biomass"
"960","Cabezon","Recruitment",0.7,14,0.629,"Biomass"
"961","Cabezon","Recruitment",0.7,15,0.6182,"Biomass"
"962","Cabezon","Recruitment",0.7,16,0.604,"Biomass"
"963","Cabezon","Recruitment",0.7,17,0.5922,"Biomass"
"964","Cabezon","Recruitment",0.7,18,0.5772,"Biomass"
"965","Cabezon","Recruitment",0.7,19,0.5664,"Biomass"
"966","Cabezon","Recruitment",0.7,20,0.5604,"Biomass"
"967","Cabezon","Recruitment",0.8,0,0,"Biomass"
"968","Cabezon","Recruitment",0.8,1,0.508,"Biomass"
"969","Cabezon","Recruitment",0.8,2,0.5364,"Biomass"
"970","Cabezon","Recruitment",0.8,3,0.568,"Biomass"
"971","Cabezon","Recruitment",0.8,4,0.5924,"Biomass"
"972","Cabezon","Recruitment",0.8,5,0.6096,"Biomass"
"973","Cabezon","Recruitment",0.8,6,0.6188,"Biomass"
"974","Cabezon","Recruitment",0.8,7,0.618,"Biomass"
"975","Cabezon","Recruitment",0.8,8,0.6154,"Biomass"
"976","Cabezon","Recruitment",0.8,9,0.6146,"Biomass"
"977","Cabezon","Recruitment",0.8,10,0.6268,"Biomass"
"978","Cabezon","Recruitment",0.8,11,0.6202,"Biomass"
"979","Cabezon","Recruitment",0.8,12,0.6112,"Biomass"
"980","Cabezon","Recruitment",0.8,13,0.601,"Biomass"
"981","Cabezon","Recruitment",0.8,14,0.593,"Biomass"
"982","Cabezon","Recruitment",0.8,15,0.5864,"Biomass"
"983","Cabezon","Recruitment",0.8,16,0.5718,"Biomass"
"984","Cabezon","Recruitment",0.8,17,0.5682,"Biomass"
"985","Cabezon","Recruitment",0.8,18,0.5638,"Biomass"
"986","Cabezon","Recruitment",0.8,19,0.5526,"Biomass"
"987","Cabezon","Recruitment",0.8,20,0.5428,"Biomass"
"988","Cabezon","Recruitment",0.9,0,0,"Biomass"
"989","Cabezon","Recruitment",0.9,1,0.4932,"Biomass"
"990","Cabezon","Recruitment",0.9,2,0.5118,"Biomass"
"991","Cabezon","Recruitment",0.9,3,0.5204,"Biomass"
"992","Cabezon","Recruitment",0.9,4,0.5356,"Biomass"
"993","Cabezon","Recruitment",0.9,5,0.5482,"Biomass"
"994","Cabezon","Recruitment",0.9,6,0.5476,"Biomass"
"995","Cabezon","Recruitment",0.9,7,0.5498,"Biomass"
"996","Cabezon","Recruitment",0.9,8,0.5486,"Biomass"
"997","Cabezon","Recruitment",0.9,9,0.544,"Biomass"
"998","Cabezon","Recruitment",0.9,10,0.5492,"Biomass"
"999","Cabezon","Recruitment",0.9,11,0.5544,"Biomass"
"1000","Cabezon","Recruitment",0.9,12,0.5438,"Biomass"
"1001","Cabezon","Recruitment",0.9,13,0.5506,"Biomass"
"1002","Cabezon","Recruitment",0.9,14,0.54,"Biomass"
"1003","Cabezon","Recruitment",0.9,15,0.5412,"Biomass"
"1004","Cabezon","Recruitment",0.9,16,0.5356,"Biomass"
"1005","Cabezon","Recruitment",0.9,17,0.5228,"Biomass"
"1006","Cabezon","Recruitment",0.9,18,0.5274,"Biomass"
"1007","Cabezon","Recruitment",0.9,19,0.5188,"Biomass"
"1008","Cabezon","Recruitment",0.9,20,0.521,"Biomass"
"1009","Cabezon","Both",0.4,0,0,"Biomass"
"1010","Cabezon","Both",0.4,1,0.5094,"Biomass"
"1011","Cabezon","Both",0.4,2,0.525,"Biomass"
"1012","Cabezon","Both",0.4,3,0.5616,"Biomass"
"1013","Cabezon","Both",0.4,4,0.5896,"Biomass"
"1014","Cabezon","Both",0.4,5,0.612,"Biomass"
"1015","Cabezon","Both",0.4,6,0.634,"Biomass"
"1016","Cabezon","Both",0.4,7,0.6366,"Biomass"
"1017","Cabezon","Both",0.4,8,0.647,"Biomass"
"1018","Cabezon","Both",0.4,9,0.6536,"Biomass"
"1019","Cabezon","Both",0.4,10,0.6576,"Biomass"
"1020","Cabezon","Both",0.4,11,0.6568,"Biomass"
"1021","Cabezon","Both",0.4,12,0.6514,"Biomass"
"1022","Cabezon","Both",0.4,13,0.6532,"Biomass"
"1023","Cabezon","Both",0.4,14,0.6516,"Biomass"
"1024","Cabezon","Both",0.4,15,0.6396,"Biomass"
"1025","Cabezon","Both",0.4,16,0.6344,"Biomass"
"1026","Cabezon","Both",0.4,17,0.6268,"Biomass"
"1027","Cabezon","Both",0.4,18,0.6224,"Biomass"
"1028","Cabezon","Both",0.4,19,0.6084,"Biomass"
"1029","Cabezon","Both",0.4,20,0.5934,"Biomass"
"1030","Cabezon","Both",0.5,0,0,"Biomass"
"1031","Cabezon","Both",0.5,1,0.5022,"Biomass"
"1032","Cabezon","Both",0.5,2,0.532,"Biomass"
"1033","Cabezon","Both",0.5,3,0.5566,"Biomass"
"1034","Cabezon","Both",0.5,4,0.5822,"Biomass"
"1035","Cabezon","Both",0.5,5,0.5916,"Biomass"
"1036","Cabezon","Both",0.5,6,0.6194,"Biomass"
"1037","Cabezon","Both",0.5,7,0.6262,"Biomass"
"1038","Cabezon","Both",0.5,8,0.6318,"Biomass"
"1039","Cabezon","Both",0.5,9,0.6278,"Biomass"
"1040","Cabezon","Both",0.5,10,0.6316,"Biomass"
"1041","Cabezon","Both",0.5,11,0.6258,"Biomass"
"1042","Cabezon","Both",0.5,12,0.6232,"Biomass"
"1043","Cabezon","Both",0.5,13,0.6208,"Biomass"
"1044","Cabezon","Both",0.5,14,0.6168,"Biomass"
"1045","Cabezon","Both",0.5,15,0.6224,"Biomass"
"1046","Cabezon","Both",0.5,16,0.614,"Biomass"
"1047","Cabezon","Both",0.5,17,0.605,"Biomass"
"1048","Cabezon","Both",0.5,18,0.5998,"Biomass"
"1049","Cabezon","Both",0.5,19,0.6004,"Biomass"
"1050","Cabezon","Both",0.5,20,0.5942,"Biomass"
"1051","Cabezon","Both",0.6,0,0,"Biomass"
"1052","Cabezon","Both",0.6,1,0.4848,"Biomass"
"1053","Cabezon","Both",0.6,2,0.5178,"Biomass"
"1054","Cabezon","Both",0.6,3,0.5448,"Biomass"
"1055","Cabezon","Both",0.6,4,0.5616,"Biomass"
"1056","Cabezon","Both",0.6,5,0.5822,"Biomass"
"1057","Cabezon","Both",0.6,6,0.5838,"Biomass"
"1058","Cabezon","Both",0.6,7,0.598,"Biomass"
"1059","Cabezon","Both",0.6,8,0.607,"Biomass"
"1060","Cabezon","Both",0.6,9,0.606,"Biomass"
"1061","Cabezon","Both",0.6,10,0.6102,"Biomass"
"1062","Cabezon","Both",0.6,11,0.6094,"Biomass"
"1063","Cabezon","Both",0.6,12,0.6072,"Biomass"
"1064","Cabezon","Both",0.6,13,0.6004,"Biomass"
"1065","Cabezon","Both",0.6,14,0.6022,"Biomass"
"1066","Cabezon","Both",0.6,15,0.6066,"Biomass"
"1067","Cabezon","Both",0.6,16,0.5918,"Biomass"
"1068","Cabezon","Both",0.6,17,0.5926,"Biomass"
"1069","Cabezon","Both",0.6,18,0.588,"Biomass"
"1070","Cabezon","Both",0.6,19,0.5836,"Biomass"
"1071","Cabezon","Both",0.6,20,0.5762,"Biomass"
"1072","Cabezon","Both",0.7,0,0,"Biomass"
"1073","Cabezon","Both",0.7,1,0.4964,"Biomass"
"1074","Cabezon","Both",0.7,2,0.5292,"Biomass"
"1075","Cabezon","Both",0.7,3,0.5376,"Biomass"
"1076","Cabezon","Both",0.7,4,0.557,"Biomass"
"1077","Cabezon","Both",0.7,5,0.5794,"Biomass"
"1078","Cabezon","Both",0.7,6,0.5716,"Biomass"
"1079","Cabezon","Both",0.7,7,0.5784,"Biomass"
"1080","Cabezon","Both",0.7,8,0.5814,"Biomass"
"1081","Cabezon","Both",0.7,9,0.584,"Biomass"
"1082","Cabezon","Both",0.7,10,0.584,"Biomass"
"1083","Cabezon","Both",0.7,11,0.58,"Biomass"
"1084","Cabezon","Both",0.7,12,0.5878,"Biomass"
"1085","Cabezon","Both",0.7,13,0.584,"Biomass"
"1086","Cabezon","Both",0.7,14,0.5792,"Biomass"
"1087","Cabezon","Both",0.7,15,0.573,"Biomass"
"1088","Cabezon","Both",0.7,16,0.5752,"Biomass"
"1089","Cabezon","Both",0.7,17,0.5702,"Biomass"
"1090","Cabezon","Both",0.7,18,0.5716,"Biomass"
"1091","Cabezon","Both",0.7,19,0.5622,"Biomass"
"1092","Cabezon","Both",0.7,20,0.5678,"Biomass"
"1093","Cabezon","Both",0.8,0,0,"Biomass"
"1094","Cabezon","Both",0.8,1,0.4868,"Biomass"
"1095","Cabezon","Both",0.8,2,0.5094,"Biomass"
"1096","Cabezon","Both",0.8,3,0.524,"Biomass"
"1097","Cabezon","Both",0.8,4,0.5414,"Biomass"
"1098","Cabezon","Both",0.8,5,0.5506,"Biomass"
"1099","Cabezon","Both",0.8,6,0.5508,"Biomass"
"1100","Cabezon","Both",0.8,7,0.5468,"Biomass"
"1101","Cabezon","Both",0.8,8,0.547,"Biomass"
"1102","Cabezon","Both",0.8,9,0.555,"Biomass"
"1103","Cabezon","Both",0.8,10,0.557,"Biomass"
"1104","Cabezon","Both",0.8,11,0.5594,"Biomass"
"1105","Cabezon","Both",0.8,12,0.5572,"Biomass"
"1106","Cabezon","Both",0.8,13,0.549,"Biomass"
"1107","Cabezon","Both",0.8,14,0.5592,"Biomass"
"1108","Cabezon","Both",0.8,15,0.5522,"Biomass"
"1109","Cabezon","Both",0.8,16,0.5552,"Biomass"
"1110","Cabezon","Both",0.8,17,0.5544,"Biomass"
"1111","Cabezon","Both",0.8,18,0.5524,"Biomass"
"1112","Cabezon","Both",0.8,19,0.5412,"Biomass"
"1113","Cabezon","Both",0.8,20,0.5416,"Biomass"
"1114","Cabezon","Both",0.9,0,0,"Biomass"
"1115","Cabezon","Both",0.9,1,0.4944,"Biomass"
"1116","Cabezon","Both",0.9,2,0.4944,"Biomass"
"1117","Cabezon","Both",0.9,3,0.496,"Biomass"
"1118","Cabezon","Both",0.9,4,0.5164,"Biomass"
"1119","Cabezon","Both",0.9,5,0.528,"Biomass"
"1120","Cabezon","Both",0.9,6,0.5258,"Biomass"
"1121","Cabezon","Both",0.9,7,0.5216,"Biomass"
"1122","Cabezon","Both",0.9,8,0.5208,"Biomass"
"1123","Cabezon","Both",0.9,9,0.5214,"Biomass"
"1124","Cabezon","Both",0.9,10,0.5118,"Biomass"
"1125","Cabezon","Both",0.9,11,0.5228,"Biomass"
"1126","Cabezon","Both",0.9,12,0.5156,"Biomass"
"1127","Cabezon","Both",0.9,13,0.5128,"Biomass"
"1128","Cabezon","Both",0.9,14,0.5158,"Biomass"
"1129","Cabezon","Both",0.9,15,0.5156,"Biomass"
"1130","Cabezon","Both",0.9,16,0.5246,"Biomass"
"1131","Cabezon","Both",0.9,17,0.5138,"Biomass"
"1132","Cabezon","Both",0.9,18,0.5208,"Biomass"
"1133","Cabezon","Both",0.9,19,0.5186,"Biomass"
"1134","Cabezon","Both",0.9,20,0.5178,"Biomass"
"1135","Canary Rockfish","Sampling",0.6,0,0,"Yield"
"1136","Canary Rockfish","Sampling",0.6,1,0.1098,"Yield"
"1137","Canary Rockfish","Sampling",0.6,2,0.175,"Yield"
"1138","Canary Rockfish","Sampling",0.6,3,0.2016,"Yield"
"1139","Canary Rockfish","Sampling",0.6,4,0.2054,"Yield"
"1140","Canary Rockfish","Sampling",0.6,5,0.2126,"Yield"
"1141","Canary Rockfish","Sampling",0.6,6,0.209,"Yield"
"1142","Canary Rockfish","Sampling",0.6,7,0.2058,"Yield"
"1143","Canary Rockfish","Sampling",0.6,8,0.206,"Yield"
"1144","Canary Rockfish","Sampling",0.6,9,0.1996,"Yield"
"1145","Canary Rockfish","Sampling",0.6,10,0.2052,"Yield"
"1146","Canary Rockfish","Sampling",0.6,11,0.2136,"Yield"
"1147","Canary Rockfish","Sampling",0.6,12,0.223,"Yield"
"1148","Canary Rockfish","Sampling",0.6,13,0.2396,"Yield"
"1149","Canary Rockfish","Sampling",0.6,14,0.2792,"Yield"
"1150","Canary Rockfish","Sampling",0.6,15,0.3316,"Yield"
"1151","Canary Rockfish","Sampling",0.6,16,0.3894,"Yield"
"1152","Canary Rockfish","Sampling",0.6,17,0.4568,"Yield"
"1153","Canary Rockfish","Sampling",0.6,18,0.5166,"Yield"
"1154","Canary Rockfish","Sampling",0.6,19,0.574,"Yield"
"1155","Canary Rockfish","Sampling",0.6,20,0.6256,"Yield"
"1156","Canary Rockfish","Sampling",0.7,0,0,"Yield"
"1157","Canary Rockfish","Sampling",0.7,1,0.149,"Yield"
"1158","Canary Rockfish","Sampling",0.7,2,0.2264,"Yield"
"1159","Canary Rockfish","Sampling",0.7,3,0.2702,"Yield"
"1160","Canary Rockfish","Sampling",0.7,4,0.2802,"Yield"
"1161","Canary Rockfish","Sampling",0.7,5,0.2804,"Yield"
"1162","Canary Rockfish","Sampling",0.7,6,0.2816,"Yield"
"1163","Canary Rockfish","Sampling",0.7,7,0.2768,"Yield"
"1164","Canary Rockfish","Sampling",0.7,8,0.2746,"Yield"
"1165","Canary Rockfish","Sampling",0.7,9,0.2726,"Yield"
"1166","Canary Rockfish","Sampling",0.7,10,0.2718,"Yield"
"1167","Canary Rockfish","Sampling",0.7,11,0.2756,"Yield"
"1168","Canary Rockfish","Sampling",0.7,12,0.2872,"Yield"
"1169","Canary Rockfish","Sampling",0.7,13,0.2892,"Yield"
"1170","Canary Rockfish","Sampling",0.7,14,0.3218,"Yield"
"1171","Canary Rockfish","Sampling",0.7,15,0.339,"Yield"
"1172","Canary Rockfish","Sampling",0.7,16,0.3646,"Yield"
"1173","Canary Rockfish","Sampling",0.7,17,0.4012,"Yield"
"1174","Canary Rockfish","Sampling",0.7,18,0.4346,"Yield"
"1175","Canary Rockfish","Sampling",0.7,19,0.478,"Yield"
"1176","Canary Rockfish","Sampling",0.7,20,0.5036,"Yield"
"1177","Canary Rockfish","Sampling",0.8,0,0,"Yield"
"1178","Canary Rockfish","Sampling",0.8,1,0.1898,"Yield"
"1179","Canary Rockfish","Sampling",0.8,2,0.2878,"Yield"
"1180","Canary Rockfish","Sampling",0.8,3,0.3316,"Yield"
"1181","Canary Rockfish","Sampling",0.8,4,0.3406,"Yield"
"1182","Canary Rockfish","Sampling",0.8,5,0.3574,"Yield"
"1183","Canary Rockfish","Sampling",0.8,6,0.3602,"Yield"
"1184","Canary Rockfish","Sampling",0.8,7,0.36,"Yield"
"1185","Canary Rockfish","Sampling",0.8,8,0.3644,"Yield"
"1186","Canary Rockfish","Sampling",0.8,9,0.355,"Yield"
"1187","Canary Rockfish","Sampling",0.8,10,0.355,"Yield"
"1188","Canary Rockfish","Sampling",0.8,11,0.3548,"Yield"
"1189","Canary Rockfish","Sampling",0.8,12,0.3614,"Yield"
"1190","Canary Rockfish","Sampling",0.8,13,0.3698,"Yield"
"1191","Canary Rockfish","Sampling",0.8,14,0.378,"Yield"
"1192","Canary Rockfish","Sampling",0.8,15,0.3846,"Yield"
"1193","Canary Rockfish","Sampling",0.8,16,0.3978,"Yield"
"1194","Canary Rockfish","Sampling",0.8,17,0.4058,"Yield"
"1195","Canary Rockfish","Sampling",0.8,18,0.413,"Yield"
"1196","Canary Rockfish","Sampling",0.8,19,0.4332,"Yield"
"1197","Canary Rockfish","Sampling",0.8,20,0.4502,"Yield"
"1198","Canary Rockfish","Sampling",0.9,0,0,"Yield"
"1199","Canary Rockfish","Sampling",0.9,1,0.2144,"Yield"
"1200","Canary Rockfish","Sampling",0.9,2,0.3316,"Yield"
"1201","Canary Rockfish","Sampling",0.9,3,0.3928,"Yield"
"1202","Canary Rockfish","Sampling",0.9,4,0.4148,"Yield"
"1203","Canary Rockfish","Sampling",0.9,5,0.4328,"Yield"
"1204","Canary Rockfish","Sampling",0.9,6,0.4378,"Yield"
"1205","Canary Rockfish","Sampling",0.9,7,0.448,"Yield"
"1206","Canary Rockfish","Sampling",0.9,8,0.4422,"Yield"
"1207","Canary Rockfish","Sampling",0.9,9,0.439,"Yield"
"1208","Canary Rockfish","Sampling",0.9,10,0.436,"Yield"
"1209","Canary Rockfish","Sampling",0.9,11,0.4356,"Yield"
"1210","Canary Rockfish","Sampling",0.9,12,0.4332,"Yield"
"1211","Canary Rockfish","Sampling",0.9,13,0.4322,"Yield"
"1212","Canary Rockfish","Sampling",0.9,14,0.441,"Yield"
"1213","Canary Rockfish","Sampling",0.9,15,0.4364,"Yield"
"1214","Canary Rockfish","Sampling",0.9,16,0.4426,"Yield"
"1215","Canary Rockfish","Sampling",0.9,17,0.4446,"Yield"
"1216","Canary Rockfish","Sampling",0.9,18,0.4418,"Yield"
"1217","Canary Rockfish","Sampling",0.9,19,0.4456,"Yield"
"1218","Canary Rockfish","Sampling",0.9,20,0.448,"Yield"
"1219","Canary Rockfish","Recruitment",0.6,0,0,"Yield"
"1220","Canary Rockfish","Recruitment",0.6,1,0.3018,"Yield"
"1221","Canary Rockfish","Recruitment",0.6,2,0.2586,"Yield"
"1222","Canary Rockfish","Recruitment",0.6,3,0.2258,"Yield"
"1223","Canary Rockfish","Recruitment",0.6,4,0.1938,"Yield"
"1224","Canary Rockfish","Recruitment",0.6,5,0.165,"Yield"
"1225","Canary Rockfish","Recruitment",0.6,6,0.139,"Yield"
"1226","Canary Rockfish","Recruitment",0.6,7,0.1134,"Yield"
"1227","Canary Rockfish","Recruitment",0.6,8,0.086,"Yield"
"1228","Canary Rockfish","Recruitment",0.6,9,0.0642,"Yield"
"1229","Canary Rockfish","Recruitment",0.6,10,0.0492,"Yield"
"1230","Canary Rockfish","Recruitment",0.6,11,0.0442,"Yield"
"1231","Canary Rockfish","Recruitment",0.6,12,0.0494,"Yield"
"1232","Canary Rockfish","Recruitment",0.6,13,0.0724,"Yield"
"1233","Canary Rockfish","Recruitment",0.6,14,0.1124,"Yield"
"1234","Canary Rockfish","Recruitment",0.6,15,0.179,"Yield"
"1235","Canary Rockfish","Recruitment",0.6,16,0.2642,"Yield"
"1236","Canary Rockfish","Recruitment",0.6,17,0.3592,"Yield"
"1237","Canary Rockfish","Recruitment",0.6,18,0.4486,"Yield"
"1238","Canary Rockfish","Recruitment",0.6,19,0.5266,"Yield"
"1239","Canary Rockfish","Recruitment",0.6,20,0.5916,"Yield"
"1240","Canary Rockfish","Recruitment",0.7,0,0,"Yield"
"1241","Canary Rockfish","Recruitment",0.7,1,0.3042,"Yield"
"1242","Canary Rockfish","Recruitment",0.7,2,0.252,"Yield"
"1243","Canary Rockfish","Recruitment",0.7,3,0.2096,"Yield"
"1244","Canary Rockfish","Recruitment",0.7,4,0.1748,"Yield"
"1245","Canary Rockfish","Recruitment",0.7,5,0.1348,"Yield"
"1246","Canary Rockfish","Recruitment",0.7,6,0.1012,"Yield"
"1247","Canary Rockfish","Recruitment",0.7,7,0.072,"Yield"
"1248","Canary Rockfish","Recruitment",0.7,8,0.0502,"Yield"
"1249","Canary Rockfish","Recruitment",0.7,9,0.0364,"Yield"
"1250","Canary Rockfish","Recruitment",0.7,10,0.0362,"Yield"
"1251","Canary Rockfish","Recruitment",0.7,11,0.0414,"Yield"
"1252","Canary Rockfish","Recruitment",0.7,12,0.0578,"Yield"
"1253","Canary Rockfish","Recruitment",0.7,13,0.0768,"Yield"
"1254","Canary Rockfish","Recruitment",0.7,14,0.1056,"Yield"
"1255","Canary Rockfish","Recruitment",0.7,15,0.142,"Yield"
"1256","Canary Rockfish","Recruitment",0.7,16,0.1886,"Yield"
"1257","Canary Rockfish","Recruitment",0.7,17,0.2372,"Yield"
"1258","Canary Rockfish","Recruitment",0.7,18,0.2842,"Yield"
"1259","Canary Rockfish","Recruitment",0.7,19,0.3306,"Yield"
"1260","Canary Rockfish","Recruitment",0.7,20,0.374,"Yield"
"1261","Canary Rockfish","Recruitment",0.8,0,0,"Yield"
"1262","Canary Rockfish","Recruitment",0.8,1,0.2924,"Yield"
"1263","Canary Rockfish","Recruitment",0.8,2,0.2494,"Yield"
"1264","Canary Rockfish","Recruitment",0.8,3,0.2054,"Yield"
"1265","Canary Rockfish","Recruitment",0.8,4,0.1634,"Yield"
"1266","Canary Rockfish","Recruitment",0.8,5,0.1268,"Yield"
"1267","Canary Rockfish","Recruitment",0.8,6,0.1026,"Yield"
"1268","Canary Rockfish","Recruitment",0.8,7,0.0838,"Yield"
"1269","Canary Rockfish","Recruitment",0.8,8,0.0784,"Yield"
"1270","Canary Rockfish","Recruitment",0.8,9,0.0824,"Yield"
"1271","Canary Rockfish","Recruitment",0.8,10,0.0848,"Yield"
"1272","Canary Rockfish","Recruitment",0.8,11,0.0922,"Yield"
"1273","Canary Rockfish","Recruitment",0.8,12,0.1006,"Yield"
"1274","Canary Rockfish","Recruitment",0.8,13,0.1134,"Yield"
"1275","Canary Rockfish","Recruitment",0.8,14,0.124,"Yield"
"1276","Canary Rockfish","Recruitment",0.8,15,0.1372,"Yield"
