"","Species","Scenario","FDR","Year","Value","Metric"
"851","Cabezon","Sampling",0.8,10,0.5836,"Biomass"
"852","Cabezon","Sampling",0.8,11,0.583,"Biomass"
"853","Cabezon","Sampling",0.8,12,0.5768,"Biomass"
"854","Cabezon","Sampling",0.8,13,0.576,"Biomass"
"855","Cabezon","Sampling",0.8,14,0.5722,"Biomass"
"856","Cabezon","Sampling",0.8,15,0.568,"Biomass"
"857","Cabezon","Sampling",0.8,16,0.5654,"Biomass"
"858","Cabezon","Sampling",0.8,17,0.5626,"Biomass"
"859","Cabezon","Sampling",0.8,18,0.562,"Biomass"
"860","Cabezon","Sampling",0.8,19,0.5604,"Biomass"
"861","Cabezon","Sampling",0.8,20,0.5626,"Biomass"
"862","Cabezon","Sampling",0.9,0,0,"Biomass"
"863","Cabezon","Sampling",0.9,1,0,"Biomass"
"864","Cabezon","Sampling",0.9,2,0.2878,"Biomass"
"865","Cabezon","Sampling",0.9,3,0.412,"Biomass"
"866","Cabezon","Sampling",0.9,4,0.4794,"Biomass"
"867","Cabezon","Sampling",0.9,5,0.5106,"Biomass"
"868","Cabezon","Sampling",0.9,6,0.5278,"Biomass"
"869","Cabezon","Sampling",0.9,7,0.5394,"Biomass"
"870","Cabezon","Sampling",0.9,8,0.5406,"Biomass"
"871","Cabezon","Sampling",0.9,9,0.5366,"Biomass"
"872","Cabezon","Sampling",0.9,10,0.535,"Biomass"
"873","Cabezon","Sampling",0.9,11,0.5356,"Biomass"
"874","Cabezon","Sampling",0.9,12,0.53,"Biomass"
"875","Cabezon","Sampling",0.9,13,0.5286,"Biomass"
"876","Cabezon","Sampling",0.9,14,0.5266,"Biomass"
"877","Cabezon","Sampling",0.9,15,0.5238,"Biomass"
"878","Cabezon","Sampling",0.9,16,0.5252,"Biomass"
"879","Cabezon","Sampling",0.9,17,0.526,"Biomass"
"880","Cabezon","Sampling",0.9,18,0.5276,"Biomass"
"881","Cabezon","Sampling",0.9,19,0.5282,"Biomass"
"882","Cabezon","Sampling",0.9,20,0.5274,"Biomass"
"883","Cabezon","Recruitment",0.4,0,0,"Biomass"
"884","Cabezon","Recruitment",0.4,1,0.4852,"Biomass"
"885","Cabezon","Recruitment",0.4,2,0.5276,"Biomass"
"886","Cabezon","Recruitment",0.4,3,0.5742,"Biomass"
"887","Cabezon","Recruitment",0.4,4,0.6104,"Biomass"
"888","Cabezon","Recruitment",0.4,5,0.644,"Biomass"
"889","Cabezon","Recruitment",0.4,6,0.672,"Biomass"
"890","Cabezon","Recruitment",0.4,7,0.6982,"Biomass"
"891","Cabezon","Recruitment",0.4,8,0.7194,"Biomass"
"892","Cabezon","Recruitment",0.4,9,0.7346,"Biomass"
"893","Cabezon","Recruitment",0.4,10,0.7408,"Biomass"
"894","Cabezon","Recruitment",0.4,11,0.7328,"Biomass"
"895","Cabezon","Recruitment",0.4,12,0.7358,"Biomass"
"896","Cabezon","Recruitment",0.4,13,0.7334,"Biomass"
"897","Cabezon","Recruitment",0.4,14,0.7186,"Biomass"
"898","Cabezon","Recruitment",0.4,15,0.696,"Biomass"
"899","Cabezon","Recruitment",0.4,16,0.6782,"Biomass"
"900","Cabezon","Recruitment",0.4,17,0.648,"Biomass"
"901","Cabezon","Recruitment",0.4,18,0.6292,"Biomass"
"902","Cabezon","Recruitment",0.4,19,0.5992,"Biomass"
"903","Cabezon","Recruitment",0.4,20,0.5772,"Biomass"
"904","Cabezon","Recruitment",0.5,0,0,"Biomass"
"905","Cabezon","Recruitment",0.5,1,0.5082,"Biomass"
"906","Cabezon","Recruitment",0.5,2,0.5414,"Biomass"
"907","Cabezon","Recruitment",0.5,3,0.5892,"Biomass"
"908","Cabezon","Recruitment",0.5,4,0.638,"Biomass"
"909","Cabezon","Recruitment",0.5,5,0.6648,"Biomass"
"910","Cabezon","Recruitment",0.5,6,0.7074,"Biomass"
"911","Cabezon","Recruitment",0.5,7,0.7308,"Biomass"
"912","Cabezon","Recruitment",0.5,8,0.747,"Biomass"
"913","Cabezon","Recruitment",0.5,9,0.7592,"Biomass"
"914","Cabezon","Recruitment",0.5,10,0.7524,"Biomass"
"915","Cabezon","Recruitment",0.5,11,0.7532,"Biomass"
"916","Cabezon","Recruitment",0.5,12,0.7342,"Biomass"
"917","Cabezon","Recruitment",0.5,13,0.7108,"Biomass"
"918","Cabezon","Recruitment",0.5,14,0.6936,"Biomass"
"919","Cabezon","Recruitment",0.5,15,0.6668,"Biomass"
"920","Cabezon","Recruitment",0.5,16,0.6436,"Biomass"
"921","Cabezon","Recruitment",0.5,17,0.6184,"Biomass"
"922","Cabezon","Recruitment",0.5,18,0.6008,"Biomass"
"923","Cabezon","Recruitment",0.5,19,0.5758,"Biomass"
"924","Cabezon","Recruitment",0.5,20,0.5612,"Biomass"
"925","Cabezon","Recruitment",0.6,0,0,"Biomass"
"926","Cabezon","Recruitment",0.6,1,0.4942,"Biomass"
"927","Cabezon","Recruitment",0.6,2,0.5366,"Biomass"
"928","Cabezon","Recruitment",0.6,3,0.5872,"Biomass"
"929","Cabezon","Recruitment",0.6,4,0.6372,"Biomass"
"930","Cabezon","Recruitment",0.6,5,0.6742,"Biomass"
"931","Cabezon","Recruitment",0.6,6,0.715,"Biomass"
"932","Cabezon","Recruitment",0.6,7,0.741,"Biomass"
"933","Cabezon","Recruitment",0.6,8,0.7428,"Biomass"
"934","Cabezon","Recruitment",0.6,9,0.7454,"Biomass"
"935","Cabezon","Recruitment",0.6,10,0.7358,"Biomass"
"936","Cabezon","Recruitment",0.6,11,0.7246,"Biomass"
"937","Cabezon","Recruitment",0.6,12,0.7058,"Biomass"
"938","Cabezon","Recruitment",0.6,13,0.6856,"Biomass"
"939","Cabezon","Recruitment",0.6,14,0.6622,"Biomass"
"940","Cabezon","Recruitment",0.6,15,0.6462,"Biomass"
"941","Cabezon","Recruitment",0.6,16,0.6184,"Biomass"
"942","Cabezon","Recruitment",0.6,17,0.6048,"Biomass"
"943","Cabezon","Recruitment",0.6,18,0.5852,"Biomass"
"944","Cabezon","Recruitment",0.6,19,0.5718,"Biomass"
"945","Cabezon","Recruitment",0.6,20,0.5634,"Biomass"
"946","Cabezon","Recruitment",0.7,0,0,"Biomass"
"947","Cabezon","Recruitment",0.7,1,0.5098,"Biomass"
"948","Cabezon","Recruitment",0.7,2,0.5342,"Biomass"
"949","Cabezon","Recruitment",0.7,3,0.5738,"Biomass"
"950","Cabezon","Recruitment",0.7,4,0.6156,"Biomass"
"951","Cabezon","Recruitment",0.7,5,0.6444,"Biomass"
"952","Cabezon","Recruitment",0.7,6,0.6714,"Biomass"
"953","Cabezon","Recruitment",0.7,7,0.678,"Biomass"
"954","Cabezon","Recruitment",0.7,8,0.6738,"Biomass"
"955","Cabezon","Recruitment",0.7,9,0.6742,"Biomass"
"956","Cabezon","Recruitment",0.7,10,0.6778,"Biomass"
"957","Cabezon","Recruitment",0.7,11,0.6774,"Biomass"
"958","Cabezon","Recruitment",0.7,12,0.6636,"Biomass"
"959","Cabezon","Recruitment",0.7,13,0.6462,"Biomass"
"960","Cabezon","Recruitment",0.7,14,0.6314,"Biomass"
"961","Cabezon","Recruitment",0.7,15,0.6168,"Biomass"
"962","Cabezon","Recruitment",0.7,16,0.6042,"Biomass"
"963","Cabezon","Recruitment",0.7,17,0.592,"Biomass"
"964","Cabezon","Recruitment",0.7,18,0.5868,"Biomass"
"965","Cabezon","Recruitment",0.7,19,0.5662,"Biomass"
"966","Cabezon","Recruitment",0.7,20,0.551,"Biomass"
"967","Cabezon","Recruitment",0.8,0,0,"Biomass"
"968","Cabezon","Recruitment",0.8,1,0.4828,"Biomass"
"969","Cabezon","Recruitment",0.8,2,0.5266,"Biomass"
"970","Cabezon","Recruitment",0.8,3,0.5486,"Biomass"
"971","Cabezon","Recruitment",0.8,4,0.5804,"Biomass"
"972","Cabezon","Recruitment",0.8,5,0.6098,"Biomass"
"973","Cabezon","Recruitment",0.8,6,0.6162,"Biomass"
"974","Cabezon","Recruitment",0.8,7,0.6198,"Biomass"
"975","Cabezon","Recruitment",0.8,8,0.622,"Biomass"
"976","Cabezon","Recruitment",0.8,9,0.6168,"Biomass"
"977","Cabezon","Recruitment",0.8,10,0.6034,"Biomass"
"978","Cabezon","Recruitment",0.8,11,0.6058,"Biomass"
"979","Cabezon","Recruitment",0.8,12,0.5988,"Biomass"
"980","Cabezon","Recruitment",0.8,13,0.585,"Biomass"
"981","Cabezon","Recruitment",0.8,14,0.578,"Biomass"
"982","Cabezon","Recruitment",0.8,15,0.5696,"Biomass"
"983","Cabezon","Recruitment",0.8,16,0.5654,"Biomass"
"984","Cabezon","Recruitment",0.8,17,0.5564,"Biomass"
"985","Cabezon","Recruitment",0.8,18,0.5576,"Biomass"
"986","Cabezon","Recruitment",0.8,19,0.5454,"Biomass"
"987","Cabezon","Recruitment",0.8,20,0.5438,"Biomass"
"988","Cabezon","Recruitment",0.9,0,0,"Biomass"
"989","Cabezon","Recruitment",0.9,1,0.4946,"Biomass"
"990","Cabezon","Recruitment",0.9,2,0.5112,"Biomass"
"991","Cabezon","Recruitment",0.9,3,0.5298,"Biomass"
"992","Cabezon","Recruitment",0.9,4,0.5462,"Biomass"
"993","Cabezon","Recruitment",0.9,5,0.5462,"Biomass"
"994","Cabezon","Recruitment",0.9,6,0.544,"Biomass"
"995","Cabezon","Recruitment",0.9,7,0.5574,"Biomass"
"996","Cabezon","Recruitment",0.9,8,0.5602,"Biomass"
"997","Cabezon","Recruitment",0.9,9,0.5548,"Biomass"
"998","Cabezon","Recruitment",0.9,10,0.5494,"Biomass"
"999","Cabezon","Recruitment",0.9,11,0.5476,"Biomass"
"1000","Cabezon","Recruitment",0.9,12,0.5444,"Biomass"
"1001","Cabezon","Recruitment",0.9,13,0.5408,"Biomass"
"1002","Cabezon","Recruitment",0.9,14,0.5372,"Biomass"
"1003","Cabezon","Recruitment",0.9,15,0.5372,"Biomass"
"1004","Cabezon","Recruitment",0.9,16,0.536,"Biomass"
"1005","Cabezon","Recruitment",0.9,17,0.5362,"Biomass"
"1006","Cabezon","Recruitment",0.9,18,0.5296,"Biomass"
"1007","Cabezon","Recruitment",0.9,19,0.5278,"Biomass"
"1008","Cabezon","Recruitment",0.9,20,0.5274,"Biomass"
"1009","Cabezon","Both",0.4,0,0,"Biomass"
"1010","Cabezon","Both",0.4,1,0.5038,"Biomass"
"1011","Cabezon","Both",0.4,2,0.5292,"Biomass"
"1012","Cabezon","Both",0.4,3,0.5588,"Biomass"
"1013","Cabezon","Both",0.4,4,0.5914,"Biomass"
"1014","Cabezon","Both",0.4,5,0.6118,"Biomass"
"1015","Cabezon","Both",0.4,6,0.6362,"Biomass"
"1016","Cabezon","Both",0.4,7,0.6534,"Biomass"
"1017","Cabezon","Both",0.4,8,0.657,"Biomass"
"1018","Cabezon","Both",0.4,9,0.668,"Biomass"
"1019","Cabezon","Both",0.4,10,0.6666,"Biomass"
"1020","Cabezon","Both",0.4,11,0.664,"Biomass"
"1021","Cabezon","Both",0.4,12,0.67,"Biomass"
"1022","Cabezon","Both",0.4,13,0.6692,"Biomass"
"1023","Cabezon","Both",0.4,14,0.6648,"Biomass"
"1024","Cabezon","Both",0.4,15,0.6568,"Biomass"
"1025","Cabezon","Both",0.4,16,0.6612,"Biomass"
"1026","Cabezon","Both",0.4,17,0.6372,"Biomass"
"1027","Cabezon","Both",0.4,18,0.6322,"Biomass"
"1028","Cabezon","Both",0.4,19,0.63,"Biomass"
"1029","Cabezon","Both",0.4,20,0.62,"Biomass"
"1030","Cabezon","Both",0.5,0,0,"Biomass"
"1031","Cabezon","Both",0.5,1,0.4928,"Biomass"
"1032","Cabezon","Both",0.5,2,0.5296,"Biomass"
"1033","Cabezon","Both",0.5,3,0.549,"Biomass"
"1034","Cabezon","Both",0.5,4,0.5774,"Biomass"
"1035","Cabezon","Both",0.5,5,0.605,"Biomass"
"1036","Cabezon","Both",0.5,6,0.6194,"Biomass"
"1037","Cabezon","Both",0.5,7,0.6242,"Biomass"
"1038","Cabezon","Both",0.5,8,0.6346,"Biomass"
"1039","Cabezon","Both",0.5,9,0.6494,"Biomass"
"1040","Cabezon","Both",0.5,10,0.6476,"Biomass"
"1041","Cabezon","Both",0.5,11,0.6476,"Biomass"
"1042","Cabezon","Both",0.5,12,0.6492,"Biomass"
"1043","Cabezon","Both",0.5,13,0.638,"Biomass"
"1044","Cabezon","Both",0.5,14,0.6422,"Biomass"
"1045","Cabezon","Both",0.5,15,0.6382,"Biomass"
"1046","Cabezon","Both",0.5,16,0.6392,"Biomass"
"1047","Cabezon","Both",0.5,17,0.6336,"Biomass"
"1048","Cabezon","Both",0.5,18,0.6214,"Biomass"
"1049","Cabezon","Both",0.5,19,0.6188,"Biomass"
"1050","Cabezon","Both",0.5,20,0.6212,"Biomass"
"1051","Cabezon","Both",0.6,0,0,"Biomass"
"1052","Cabezon","Both",0.6,1,0.503,"Biomass"
"1053","Cabezon","Both",0.6,2,0.5294,"Biomass"
"1054","Cabezon","Both",0.6,3,0.547,"Biomass"
"1055","Cabezon","Both",0.6,4,0.5644,"Biomass"
"1056","Cabezon","Both",0.6,5,0.5832,"Biomass"
"1057","Cabezon","Both",0.6,6,0.5856,"Biomass"
"1058","Cabezon","Both",0.6,7,0.5932,"Biomass"
"1059","Cabezon","Both",0.6,8,0.605,"Biomass"
"1060","Cabezon","Both",0.6,9,0.6042,"Biomass"
"1061","Cabezon","Both",0.6,10,0.606,"Biomass"
"1062","Cabezon","Both",0.6,11,0.613,"Biomass"
"1063","Cabezon","Both",0.6,12,0.6102,"Biomass"
"1064","Cabezon","Both",0.6,13,0.6118,"Biomass"
"1065","Cabezon","Both",0.6,14,0.613,"Biomass"
"1066","Cabezon","Both",0.6,15,0.6134,"Biomass"
"1067","Cabezon","Both",0.6,16,0.6086,"Biomass"
"1068","Cabezon","Both",0.6,17,0.613,"Biomass"
"1069","Cabezon","Both",0.6,18,0.6104,"Biomass"
"1070","Cabezon","Both",0.6,19,0.6002,"Biomass"
"1071","Cabezon","Both",0.6,20,0.601,"Biomass"
"1072","Cabezon","Both",0.7,0,0,"Biomass"
"1073","Cabezon","Both",0.7,1,0.4968,"Biomass"
"1074","Cabezon","Both",0.7,2,0.5156,"Biomass"
"1075","Cabezon","Both",0.7,3,0.5266,"Biomass"
"1076","Cabezon","Both",0.7,4,0.5426,"Biomass"
"1077","Cabezon","Both",0.7,5,0.552,"Biomass"
"1078","Cabezon","Both",0.7,6,0.5644,"Biomass"
"1079","Cabezon","Both",0.7,7,0.5732,"Biomass"
"1080","Cabezon","Both",0.7,8,0.5794,"Biomass"
"1081","Cabezon","Both",0.7,9,0.5862,"Biomass"
"1082","Cabezon","Both",0.7,10,0.5902,"Biomass"
"1083","Cabezon","Both",0.7,11,0.5882,"Biomass"
"1084","Cabezon","Both",0.7,12,0.5864,"Biomass"
"1085","Cabezon","Both",0.7,13,0.5898,"Biomass"
"1086","Cabezon","Both",0.7,14,0.5828,"Biomass"
"1087","Cabezon","Both",0.7,15,0.5886,"Biomass"
"1088","Cabezon","Both",0.7,16,0.581,"Biomass"
"1089","Cabezon","Both",0.7,17,0.5758,"Biomass"
"1090","Cabezon","Both",0.7,18,0.5652,"Biomass"
"1091","Cabezon","Both",0.7,19,0.5662,"Biomass"
"1092","Cabezon","Both",0.7,20,0.559,"Biomass"
"1093","Cabezon","Both",0.8,0,0,"Biomass"
"1094","Cabezon","Both",0.8,1,0.4962,"Biomass"
"1095","Cabezon","Both",0.8,2,0.5066,"Biomass"
"1096","Cabezon","Both",0.8,3,0.521,"Biomass"
"1097","Cabezon","Both",0.8,4,0.5358,"Biomass"
"1098","Cabezon","Both",0.8,5,0.5452,"Biomass"
"1099","Cabezon","Both",0.8,6,0.5416,"Biomass"
"1100","Cabezon","Both",0.8,7,0.5544,"Biomass"
"1101","Cabezon","Both",0.8,8,0.5634,"Biomass"
"1102","Cabezon","Both",0.8,9,0.5566,"Biomass"
"1103","Cabezon","Both",0.8,10,0.5578,"Biomass"
"1104","Cabezon","Both",0.8,11,0.5504,"Biomass"
"1105","Cabezon","Both",0.8,12,0.5562,"Biomass"
"1106","Cabezon","Both",0.8,13,0.5468,"Biomass"
"1107","Cabezon","Both",0.8,14,0.553,"Biomass"
"1108","Cabezon","Both",0.8,15,0.5558,"Biomass"
"1109","Cabezon","Both",0.8,16,0.5508,"Biomass"
"1110","Cabezon","Both",0.8,17,0.5512,"Biomass"
"1111","Cabezon","Both",0.8,18,0.551,"Biomass"
"1112","Cabezon","Both",0.8,19,0.547,"Biomass"
"1113","Cabezon","Both",0.8,20,0.5496,"Biomass"
"1114","Cabezon","Both",0.9,0,0,"Biomass"
"1115","Cabezon","Both",0.9,1,0.5074,"Biomass"
"1116","Cabezon","Both",0.9,2,0.5122,"Biomass"
"1117","Cabezon","Both",0.9,3,0.5138,"Biomass"
"1118","Cabezon","Both",0.9,4,0.5152,"Biomass"
"1119","Cabezon","Both",0.9,5,0.5282,"Biomass"
"1120","Cabezon","Both",0.9,6,0.5134,"Biomass"
"1121","Cabezon","Both",0.9,7,0.5148,"Biomass"
"1122","Cabezon","Both",0.9,8,0.5232,"Biomass"
"1123","Cabezon","Both",0.9,9,0.5246,"Biomass"
"1124","Cabezon","Both",0.9,10,0.5282,"Biomass"
"1125","Cabezon","Both",0.9,11,0.5232,"Biomass"
"1126","Cabezon","Both",0.9,12,0.5242,"Biomass"
"1127","Cabezon","Both",0.9,13,0.5266,"Biomass"
"1128","Cabezon","Both",0.9,14,0.5334,"Biomass"
"1129","Cabezon","Both",0.9,15,0.5366,"Biomass"
"1130","Cabezon","Both",0.9,16,0.5318,"Biomass"
"1131","Cabezon","Both",0.9,17,0.538,"Biomass"
"1132","Cabezon","Both",0.9,18,0.5342,"Biomass"
"1133","Cabezon","Both",0.9,19,0.5332,"Biomass"
"1134","Cabezon","Both",0.9,20,0.5258,"Biomass"
"1135","Canary Rockfish","Sampling",0.6,0,0,"Yield"
"1136","Canary Rockfish","Sampling",0.6,1,0.1078,"Yield"
"1137","Canary Rockfish","Sampling",0.6,2,0.1678,"Yield"
"1138","Canary Rockfish","Sampling",0.6,3,0.1892,"Yield"
"1139","Canary Rockfish","Sampling",0.6,4,0.1986,"Yield"
"1140","Canary Rockfish","Sampling",0.6,5,0.2046,"Yield"
"1141","Canary Rockfish","Sampling",0.6,6,0.2006,"Yield"
"1142","Canary Rockfish","Sampling",0.6,7,0.1944,"Yield"
"1143","Canary Rockfish","Sampling",0.6,8,0.1924,"Yield"
"1144","Canary Rockfish","Sampling",0.6,9,0.1876,"Yield"
"1145","Canary Rockfish","Sampling",0.6,10,0.19,"Yield"
"1146","Canary Rockfish","Sampling",0.6,11,0.1886,"Yield"
"1147","Canary Rockfish","Sampling",0.6,12,0.1828,"Yield"
"1148","Canary Rockfish","Sampling",0.6,13,0.1834,"Yield"
"1149","Canary Rockfish","Sampling",0.6,14,0.1882,"Yield"
"1150","Canary Rockfish","Sampling",0.6,15,0.188,"Yield"
"1151","Canary Rockfish","Sampling",0.6,16,0.1892,"Yield"
"1152","Canary Rockfish","Sampling",0.6,17,0.1996,"Yield"
"1153","Canary Rockfish","Sampling",0.6,18,0.2062,"Yield"
"1154","Canary Rockfish","Sampling",0.6,19,0.2136,"Yield"
"1155","Canary Rockfish","Sampling",0.6,20,0.2214,"Yield"
"1156","Canary Rockfish","Sampling",0.7,0,0,"Yield"
"1157","Canary Rockfish","Sampling",0.7,1,0.1498,"Yield"
"1158","Canary Rockfish","Sampling",0.7,2,0.2278,"Yield"
"1159","Canary Rockfish","Sampling",0.7,3,0.279,"Yield"
"1160","Canary Rockfish","Sampling",0.7,4,0.2898,"Yield"
"1161","Canary Rockfish","Sampling",0.7,5,0.294,"Yield"
"1162","Canary Rockfish","Sampling",0.7,6,0.2942,"Yield"
"1163","Canary Rockfish","Sampling",0.7,7,0.2824,"Yield"
"1164","Canary Rockfish","Sampling",0.7,8,0.271,"Yield"
"1165","Canary Rockfish","Sampling",0.7,9,0.2696,"Yield"
"1166","Canary Rockfish","Sampling",0.7,10,0.2728,"Yield"
"1167","Canary Rockfish","Sampling",0.7,11,0.2666,"Yield"
"1168","Canary Rockfish","Sampling",0.7,12,0.2708,"Yield"
"1169","Canary Rockfish","Sampling",0.7,13,0.261,"Yield"
"1170","Canary Rockfish","Sampling",0.7,14,0.265,"Yield"
"1171","Canary Rockfish","Sampling",0.7,15,0.262,"Yield"
"1172","Canary Rockfish","Sampling",0.7,16,0.2654,"Yield"
"1173","Canary Rockfish","Sampling",0.7,17,0.2644,"Yield"
"1174","Canary Rockfish","Sampling",0.7,18,0.2666,"Yield"
"1175","Canary Rockfish","Sampling",0.7,19,0.2704,"Yield"
"1176","Canary Rockfish","Sampling",0.7,20,0.2768,"Yield"
"1177","Canary Rockfish","Sampling",0.8,0,0,"Yield"
"1178","Canary Rockfish","Sampling",0.8,1,0.1752,"Yield"
"1179","Canary Rockfish","Sampling",0.8,2,0.2734,"Yield"
"1180","Canary Rockfish","Sampling",0.8,3,0.3164,"Yield"
"1181","Canary Rockfish","Sampling",0.8,4,0.34,"Yield"
"1182","Canary Rockfish","Sampling",0.8,5,0.348,"Yield"
"1183","Canary Rockfish","Sampling",0.8,6,0.3398,"Yield"
"1184","Canary Rockfish","Sampling",0.8,7,0.3506,"Yield"
"1185","Canary Rockfish","Sampling",0.8,8,0.3504,"Yield"
"1186","Canary Rockfish","Sampling",0.8,9,0.3498,"Yield"
"1187","Canary Rockfish","Sampling",0.8,10,0.3376,"Yield"
"1188","Canary Rockfish","Sampling",0.8,11,0.3402,"Yield"
"1189","Canary Rockfish","Sampling",0.8,12,0.3316,"Yield"
"1190","Canary Rockfish","Sampling",0.8,13,0.3266,"Yield"
"1191","Canary Rockfish","Sampling",0.8,14,0.3232,"Yield"
"1192","Canary Rockfish","Sampling",0.8,15,0.3262,"Yield"
"1193","Canary Rockfish","Sampling",0.8,16,0.3262,"Yield"
"1194","Canary Rockfish","Sampling",0.8,17,0.3278,"Yield"
"1195","Canary Rockfish","Sampling",0.8,18,0.3326,"Yield"
"1196","Canary Rockfish","Sampling",0.8,19,0.334,"Yield"
"1197","Canary Rockfish","Sampling",0.8,20,0.3356,"Yield"
"1198","Canary Rockfish","Sampling",0.9,0,0,"Yield"
"1199","Canary Rockfish","Sampling",0.9,1,0.2174,"Yield"
"1200","Canary Rockfish","Sampling",0.9,2,0.33,"Yield"
"1201","Canary Rockfish","Sampling",0.9,3,0.386,"Yield"
"1202","Canary Rockfish","Sampling",0.9,4,0.4134,"Yield"
"1203","Canary Rockfish","Sampling",0.9,5,0.4308,"Yield"
"1204","Canary Rockfish","Sampling",0.9,6,0.4394,"Yield"
"1205","Canary Rockfish","Sampling",0.9,7,0.4456,"Yield"
"1206","Canary Rockfish","Sampling",0.9,8,0.4368,"Yield"
"1207","Canary Rockfish","Sampling",0.9,9,0.4372,"Yield"
"1208","Canary Rockfish","Sampling",0.9,10,0.4398,"Yield"
"1209","Canary Rockfish","Sampling",0.9,11,0.448,"Yield"
"1210","Canary Rockfish","Sampling",0.9,12,0.4416,"Yield"
"1211","Canary Rockfish","Sampling",0.9,13,0.4362,"Yield"
"1212","Canary Rockfish","Sampling",0.9,14,0.4318,"Yield"
"1213","Canary Rockfish","Sampling",0.9,15,0.426,"Yield"
"1214","Canary Rockfish","Sampling",0.9,16,0.4308,"Yield"
"1215","Canary Rockfish","Sampling",0.9,17,0.4258,"Yield"
"1216","Canary Rockfish","Sampling",0.9,18,0.426,"Yield"
"1217","Canary Rockfish","Sampling",0.9,19,0.4244,"Yield"
"1218","Canary Rockfish","Sampling",0.9,20,0.4246,"Yield"
"1219","Canary Rockfish","Recruitment",0.6,0,0,"Yield"
"1220","Canary Rockfish","Recruitment",0.6,1,0.3092,"Yield"
"1221","Canary Rockfish","Recruitment",0.6,2,0.2864,"Yield"
"1222","Canary Rockfish","Recruitment",0.6,3,0.2732,"Yield"
"1223","Canary Rockfish","Recruitment",0.6,4,0.2566,"Yield"
"1224","Canary Rockfish","Recruitment",0.6,5,0.2424,"Yield"
"1225","Canary Rockfish","Recruitment",0.6,6,0.2322,"Yield"
"1226","Canary Rockfish","Recruitment",0.6,7,0.2238,"Yield"
"1227","Canary Rockfish","Recruitment",0.6,8,0.2126,"Yield"
"1228","Canary Rockfish","Recruitment",0.6,9,0.2064,"Yield"
"1229","Canary Rockfish","Recruitment",0.6,10,0.1958,"Yield"
"1230","Canary Rockfish","Recruitment",0.6,11,0.1832,"Yield"
"1231","Canary Rockfish","Recruitment",0.6,12,0.1736,"Yield"
"1232","Canary Rockfish","Recruitment",0.6,13,0.1624,"Yield"
"1233","Canary Rockfish","Recruitment",0.6,14,0.1508,"Yield"
"1234","Canary Rockfish","Recruitment",0.6,15,0.1412,"Yield"
"1235","Canary Rockfish","Recruitment",0.6,16,0.1298,"Yield"
"1236","Canary Rockfish","Recruitment",0.6,17,0.1318,"Yield"
"1237","Canary Rockfish","Recruitment",0.6,18,0.1428,"Yield"
"1238","Canary Rockfish","Recruitment",0.6,19,0.1848,"Yield"
"1239","Canary Rockfish","Recruitment",0.6,20,0.2428,"Yield"
"1240","Canary Rockfish","Recruitment",0.7,0,0,"Yield"
"1241","Canary Rockfish","Recruitment",0.7,1,0.2832,"Yield"
"1242","Canary Rockfish","Recruitment",0.7,2,0.2578,"Yield"
"1243","Canary Rockfish","Recruitment",0.7,3,0.2372,"Yield"
"1244","Canary Rockfish","Recruitment",0.7,4,0.221,"Yield"
"1245","Canary Rockfish","Recruitment",0.7,5,0.205,"Yield"
"1246","Canary Rockfish","Recruitment",0.7,6,0.1874,"Yield"
"1247","Canary Rockfish","Recruitment",0.7,7,0.171,"Yield"
"1248","Canary Rockfish","Recruitment",0.7,8,0.1542,"Yield"
"1249","Canary Rockfish","Recruitment",0.7,9,0.1454,"Yield"
"1250","Canary Rockfish","Recruitment",0.7,10,0.1334,"Yield"
"1251","Canary Rockfish","Recruitment",0.7,11,0.1172,"Yield"
"1252","Canary Rockfish","Recruitment",0.7,12,0.1022,"Yield"
"1253","Canary Rockfish","Recruitment",0.7,13,0.0844,"Yield"
"1254","Canary Rockfish","Recruitment",0.7,14,0.0702,"Yield"
"1255","Canary Rockfish","Recruitment",0.7,15,0.0672,"Yield"
"1256","Canary Rockfish","Recruitment",0.7,16,0.075,"Yield"
"1257","Canary Rockfish","Recruitment",0.7,17,0.0936,"Yield"
"1258","Canary Rockfish","Recruitment",0.7,18,0.1262,"Yield"
"1259","Canary Rockfish","Recruitment",0.7,19,0.1716,"Yield"
"1260","Canary Rockfish","Recruitment",0.7,20,0.2328,"Yield"
"1261","Canary Rockfish","Recruitment",0.8,0,0,"Yield"
"1262","Canary Rockfish","Recruitment",0.8,1,0.299,"Yield"
"1263","Canary Rockfish","Recruitment",0.8,2,0.2664,"Yield"
"1264","Canary Rockfish","Recruitment",0.8,3,0.2412,"Yield"
"1265","Canary Rockfish","Recruitment",0.8,4,0.2208,"Yield"
"1266","Canary Rockfish","Recruitment",0.8,5,0.1934,"Yield"
"1267","Canary Rockfish","Recruitment",0.8,6,0.1696,"Yield"
"1268","Canary Rockfish","Recruitment",0.8,7,0.1518,"Yield"
"1269","Canary Rockfish","Recruitment",0.8,8,0.1372,"Yield"
"1270","Canary Rockfish","Recruitment",0.8,9,0.1266,"Yield"
"1271","Canary Rockfish","Recruitment",0.8,10,0.1162,"Yield"
"1272","Canary Rockfish","Recruitment",0.8,11,0.1064,"Yield"
"1273","Canary Rockfish","Recruitment",0.8,12,0.1032,"Yield"
"1274","Canary Rockfish","Recruitment",0.8,13,0.1078,"Yield"
"1275","Canary Rockfish","Recruitment",0.8,14,0.119,"Yield"
